,Job Title,Min Salary Estimate,Max Salary Estimate,Rating,Company Name,City,State,HCity,HState,Size,Founded,Type of ownership,Industry,Sector,Revenue,Number of Competitors,Easy Apply
760,Senior Data Analyst,73000.0,82000,3.5,Flexport,Chicago,IL,San Francisco,CA,1001-5000,2013,Private Company,Logistics & Supply Chain,Transportation & Logistics,500 million to 1 billion,,
761,Data Analyst,73000.0,82000,3.7,Randstad,Downers Grove,IL,Atlanta,GA,1001-5000,-1,Business,Staffing & Outsourcing,Business Services,,,
762,Public Health Data Visualization Analyst,73000.0,82000,4.0,Lantana Consulting Group,Chicago,IL,East Thetford,VT,1-50,-1,Private Company,Consulting,Business Services,,,
763,Data Operations Analyst,73000.0,82000,3.5,PDI,Chicago,IL,KIRKLAND,Canada,51-200,2007,,,,Less than 1 million,,
764,Data Analyst,73000.0,82000,3.6,"Level Ex, Inc.",Chicago,IL,Chicago,IL,51-200,2015,Private Company,Video Games,Media,,,
765,Data Quality Analyst,73000.0,82000,3.0,Chicago Teachers Pension Fund,Chicago,IL,Chicago,IL,201-500,-1,Government,Municipal Governments,Government,,,
766,Marketing Data Analyst,73000.0,82000,-1.0,Show Me Leads,Chicago,IL,,,,-1,,,,,,
767,Senior Data Analyst,73000.0,82000,-1.0,Leap,Chicago,IL,Chicago,IL,,-1,Private Company,,,,,
768,Data Analyst,73000.0,82000,3.9,Diverse Lynx,Chicago,IL,Princeton,NJ,501-1000,2002,Private Company,IT Services,Information Technology,100 to 500 million,,
769,Data Analyst,73000.0,82000,5.0,"Staffigo Technical Services, LLC",Chicago,IL,Woodridge,IL,51-200,2008,Private Company,IT Services,Information Technology,50 to 100 million,,
770,Provider Analytics Data Analyst,73000.0,82000,4.7,CRS Group,Chicago,IL,Itasca,IL,51-200,1994,Private Company,Staffing & Outsourcing,Business Services,10 to 25 million,,
771,CSI Data Analyst,73000.0,82000,3.5,Chicago Public Schools,Chicago,IL,Chicago,IL,10000+,1883,Education,K-12 Education,Education,,,
772,Outsights Data Analyst,73000.0,82000,3.2,Tempus Labs,Chicago,IL,Chicago,IL,501-1000,2015,Private Company,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,True
773,Data Analyst,73000.0,82000,-1.0,TalentDash,Chicago,IL,Chicago,IL,1-50,-1,Private Company,,,,,
774,Provider Analytics Data Analyst,73000.0,82000,4.6,VIVA USA INC,Chicago,IL,Rolling Meadows,IL,51-200,1996,Private Company,IT Services,Information Technology,25 to 50 million,,
775,Senior Data Analyst,73000.0,82000,4.2,360pi,Chicago,IL,Ottawa,Canada,1-50,-1,Private Company,Enterprise Software & Network Solutions,Information Technology,1 to 5 million,,
776,Data Governance Analyst,73000.0,82000,3.9,"TEKsystems, Inc",Chicago,IL,Hanover,MD,1001-5000,1983,Business,Staffing & Outsourcing,Business Services,2 to 5 billion,3.0,
777,Senior Data Analyst,73000.0,82000,3.9,Leap,Chicago,IL,New Haven,CT,51-200,1991,Nonprofit Organization,Social Assistance,Non-Profit,,,
778,"Senior Data Analyst, Business Intelligence",73000.0,82000,4.8,Braviant Holdings,Chicago,IL,Chicago,IL,51-200,2014,Private Company,Lending,Finance,50 to 100 million,3.0,
779,Data Analyst,67000.0,92000,-1.0,Bartech Group,Burr Ridge,IL,South Holland,IL,51-200,-1,Private Company,Construction,"Construction, Repair & Maintenance",,,
780,Data Analyst,67000.0,92000,4.0,Lorven Technologies Inc,Chicago,IL,Plainsboro,NJ,1-50,-1,Private Company,Accounting,Accounting & Legal,Less than 1 million,,
781,Data Analyst - Rush Infectious Diseases,67000.0,92000,3.9,Rush University Medical Center,Chicago,IL,Chicago,IL,5001-10000,1837,Hospital,Health Care Services & Hospitals,Health Care,1 to 2 billion,,
782,Data Analyst,67000.0,92000,2.7,TechUSA,Chicago,IL,Millersville,MD,1001-5000,1998,Private Company,Staffing & Outsourcing,Business Services,100 to 500 million,,
783,Fair Lending Data Analyst,67000.0,92000,3.4,Alliant Credit Union,Rolling Meadows,IL,Chicago,IL,501-1000,1935,Nonprofit Organization,Banks & Credit Unions,Finance,100 to 500 million,,
784,Data Analyst,67000.0,92000,4.5,Green Key Resources,Chicago,IL,New York,NY,201-500,2004,Private Company,Staffing & Outsourcing,Business Services,,3.0,
785,Senior Research Data Analyst,67000.0,92000,4.0,University of Chicago,Chicago,IL,Chicago,IL,10000+,1890,Education,Colleges & Universities,Education,2 to 5 billion,,
786,Data Analyst,67000.0,92000,3.7,Accounting Aid Society,Chicago,IL,Detroit,MI,1-50,-1,Nonprofit Organization,,,1 to 5 million,,
787,Data Analyst,67000.0,92000,4.0,Roig Lawyers,Deerfield,IL,Deerfield Beach,FL,201-500,2000,Private Firm,Legal,Accounting & Legal,,,
788,Data Management Analyst,67000.0,92000,3.2,"PrivateBancorp, Inc.",Chicago,IL,Chicago,IL,10000+,-1,Public Company,Banks & Credit Unions,Finance,,,
789,Data Operations Analyst,67000.0,92000,3.2,PDI Software,Chicago,IL,Atlanta,GA,501-1000,1983,Private Company,Enterprise Software & Network Solutions,Information Technology,,3.0,True
790,Data Analyst,67000.0,92000,-1.0,TalentDash,Chicago,IL,Singapore,Singapore,1-50,2014,Private Company,Enterprise Software & Network Solutions,Information Technology,,,
791,"Data Analyst, Operations Engineering",67000.0,92000,3.8,Invenergy,Chicago,IL,Chicago,IL,501-1000,2001,Private Company,Energy,"Oil, Gas, Energy & Utilities",50 to 100 million,,
792,"Data Analyst, Tax (Affordable Care Act) (ACA) (Manager) (Multiple Positions)",67000.0,92000,3.8,EY,Chicago,IL,London,United Kingdom,10000+,1989,Private Company,Accounting,Accounting & Legal,10+ billion,3.0,
793,Business Analyst / Data Analyst,67000.0,92000,3.9,WIN Home Inspection,Chicago,IL,Seattle,WA,1-50,-1,Franchise,Construction,"Construction, Repair & Maintenance",Less than 1 million,,
794,Master Data Analyst,67000.0,92000,3.5,Ferrara Candy Company,Chicago,IL,Chicago,IL,5001-10000,1908,Private Company,Food & Beverage Manufacturing,Manufacturing,,,
795,BI Data Analyst,67000.0,92000,3.0,The Accuro Group,Chicago,IL,Raleigh,NC,201-500,2003,Private Company,Staffing & Outsourcing,Business Services,,,
796,Data Quality Analyst,67000.0,92000,3.0,BDP International,Chicago,IL,Philadelphia,PA,1001-5000,1966,Private Company,Logistics & Supply Chain,Transportation & Logistics,1 to 2 billion,,
797,Senior Data Analyst,67000.0,92000,3.9,Numerator,Chicago,IL,Chicago,IL,1001-5000,2004,Private Company,IT Services,Information Technology,100 to 500 million,3.0,
798,Sr. Data Analyst,67000.0,92000,3.9,Mondo,Chicago,IL,New York,NY,51-200,2000,Private Company,Staffing & Outsourcing,Business Services,100 to 500 million,2.0,
799,Tableau Developer/Data Analyst,67000.0,92000,3.7,Empire Today,Northlake,IL,Northlake,IL,1001-5000,1959,Private Company,Other Retail Stores,Retail,500 million to 1 billion,,
800,Data Analyst,67000.0,92000,-1.0,El Hogar del Nino - The Home of the Child,Chicago,IL,,,,-1,,,,,,
801,Data Analyst,67000.0,92000,4.3,"Fast Switch, LTD",Northbrook,IL,Dublin,OH,501-1000,1996,Private Company,IT Services,Information Technology,100 to 500 million,,
802,Data Analyst – Level II,67000.0,92000,1.0,Sphinix Solutions,Chicago,IL,New York,NY,1-50,-1,Private Company,IT Services,Information Technology,Less than 1 million,,
803,Reporting and Data Analyst - (North American Collections Analytics for Data and Analytics),67000.0,92000,3.7,BMO Financial Group,Chicago,IL,Toronto,Canada,10000+,1817,Public Company,Banks & Credit Unions,Finance,10+ billion,3.0,
804,Senior Data Analyst,67000.0,92000,3.6,Epiq Systems,Chicago,IL,New York,NY,5001-10000,1988,Private Company,Legal,Accounting & Legal,1 to 2 billion,,
805,Data Analyst,67000.0,92000,4.0,MRINetwork,Des Plaines,IL,Philadelphia,PA,1001-5000,1965,Business,,,,,
806,Senior Trading Systems Data Analyst (Chicago or NY),67000.0,92000,2.9,PEAK6 Investments,Chicago,IL,Chicago,IL,1001-5000,1997,Private Company,Venture Capital & Private Equity,Finance,100 to 500 million,3.0,
807,Data Analyst/Programmer,67000.0,92000,2.5,ABS Graphics,Itasca,IL,Itasca,IL,51-200,1982,Private Company,Advertising & Marketing,Business Services,25 to 50 million,,
808,Data Services Business Analyst 2,42000.0,76000,3.6,Willis Towers Watson,Chicago,IL,London,United Kingdom,10000+,1828,Public Company,Consulting,Business Services,10+ billion,3.0,
809,Data Analyst,42000.0,76000,4.1,Kforce,Evanston,IL,Tampa,FL,10000+,1966,Public Company,Staffing & Outsourcing,Business Services,1 to 2 billion,,
810,Call Center Data Analyst,42000.0,76000,3.3,The Chicago Lighthouse,Chicago,IL,Chicago,IL,501-1000,1906,Private Company,Social Assistance,Non-Profit,25 to 50 million,,
811,Data Analyst - 20,42000.0,76000,4.8,Genesys Talent,Northbrook,IL,Houston,TX,1-50,2014,Private Company,Staffing & Outsourcing,Business Services,,,
812,Data Governance Analyst,42000.0,76000,5.0,1872 Consulting,Chicago,IL,Chicago,IL,1-50,-1,Private Company,,,,,
813,Data Analyst,42000.0,76000,3.3,"Stampede Meat, Inc.",Bridgeview,IL,Bridgeview,IL,1001-5000,-1,Private Company,Food & Beverage Manufacturing,Manufacturing,100 to 500 million,,
814,Senior Global Data Analyst / Power BI Dashboard Developer,42000.0,76000,2.8,ALERE,Chicago,IL,Waltham,MA,5001-10000,2001,Public Company,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2 to 5 billion,,
815,Data Analyst,42000.0,76000,3.6,Kelly Mitchell Group,Downers Grove,IL,Saint Louis,MO,1001-5000,1998,Private Company,Staffing & Outsourcing,Business Services,50 to 100 million,,
816,"Data Analyst, Tax (Affordable Care Act) (ACA) (Manager) (Multiple Positions)",42000.0,76000,-1.0,Ernst & Young LLP,Chicago,IL,,,,-1,,,,,,
817,Logistics Data Analyst,42000.0,76000,2.5,"TreeHouse Foods, Inc.",Oak Brook,IL,Oak Brook,IL,10000+,2005,Public Company,Food & Beverage Manufacturing,Manufacturing,5 to 10 billion,,
818,Data Production Analyst,42000.0,76000,4.2,NJF Global Holdings,Chicago,IL,London,United Kingdom,51-200,2003,Private Company,Staffing & Outsourcing,Business Services,10 to 25 million,,True
819,Senior Data Analyst,42000.0,76000,3.5,Chicago Public Schools,Chicago,IL,Chicago,IL,10000+,1883,Education,K-12 Education,Education,,,
820,SAS Data Analyst,42000.0,76000,1.0,Sphinix Solutions,Chicago,IL,New York,NY,1-50,-1,Private Company,IT Services,Information Technology,Less than 1 million,,
821,Data Analyst,42000.0,76000,3.2,Net2Source,Northbrook,IL,Somerset,NJ,1001-5000,2007,Private Company,Staffing & Outsourcing,Business Services,100 to 500 million,,
822,"Manufacturing Data Analyst - Woodridge, IL",42000.0,76000,4.8,Ongig,Woodridge,IL,San Francisco,CA,1-50,2011,Private Company,Enterprise Software & Network Solutions,Information Technology,Less than 1 million,,
823,Senior Data Analyst,42000.0,76000,2.9,HIMSS,Chicago,IL,Chicago,IL,201-500,1961,Nonprofit Organization,Health Care Services & Hospitals,Health Care,50 to 100 million,,
824,Logistics Data Analyst,42000.0,76000,3.4,Flagstone Foods,Oak Brook,IL,Saint Paul,MN,501-1000,-1,Public Company,Catering & Food Service Contractors,"Restaurants, Bars & Food Services",50 to 100 million,,
825,Visiting Undergraduate Affairs Data Analyst - Office of the Vice Provost for Undergraduate Affairs & Academic Programs,42000.0,76000,4.1,University of Illinois at Chicago,Chicago,IL,Chicago,IL,,1982,Education,Colleges & Universities,Education,,,
826,Contract Analyst - Enterprise Market Data,42000.0,76000,3.7,Northern Trust,Chicago,IL,Chicago,IL,10000+,1889,Public Company,Banks & Credit Unions,Finance,2 to 5 billion,,
827,Marketing Data Analyst - CPG,42000.0,76000,5.0,Foresight ROI,Chicago,IL,Chicago,IL,1-50,-1,Private Company,Advertising & Marketing,Business Services,Less than 1 million,,
828,Senior Data Analyst,42000.0,76000,4.1,LEARN Charter School,Chicago,IL,Chicago,IL,201-500,2001,Education,K-12 Education,Education,25 to 50 million,,
829,IT Risk and Compliance Data Reporting Analyst,42000.0,76000,-1.0,TalentDash,Chicago,IL,Chicago,IL,1-50,-1,Private Company,,,,,
830,Data Analyst / Business Lead Generation Specialist [Part-Time],42000.0,76000,2.5,BankFinancial Corporation,Downers Grove,IL,Burr Ridge,IL,201-500,2005,Public Company,Banks & Credit Unions,Finance,50 to 100 million,,
831,JPSC-5704 - Data Analyst,42000.0,76000,4.5,Avani Technology Solutions,Chicago,IL,Rochester,NY,501-1000,2008,Private Company,IT Services,Information Technology,50 to 100 million,,
832,Workforce Data Analyst,42000.0,76000,3.5,Chicago Public Schools,Chicago,IL,Chicago,IL,10000+,1883,Education,K-12 Education,Education,,,
833,Data Analyst Junior,42000.0,76000,5.0,"Staffigo Technical Services, LLC",Chicago,IL,Woodridge,IL,51-200,2008,Private Company,IT Services,Information Technology,50 to 100 million,,
834,Senior Data Analyst,42000.0,76000,-1.0,Trilogy Behavioral Health,Chicago,IL,,,,-1,,,,,,
835,Senior Trading Systems Data Analyst (Chicago or NY),42000.0,76000,2.1,Capital Management,Chicago,IL,Irvine,CA,1-50,-1,Private Company,Investment Banking & Asset Management,Finance,Less than 1 million,,
836,Data Analyst-IT III,42000.0,76000,-1.0,Stark HR Consulting LLC,Chicago,IL,,,,-1,,,,,,
837,"Sr Analyst, Distrib Data Eng",42000.0,76000,3.3,Nuveen,Chicago,IL,Chicago,IL,1001-5000,1898,Private Company,Investment Banking & Asset Management,Finance,1 to 2 billion,,
838,Data Analyst (Supply Chain) - May Reside Anywhere in the US - Up to 100% Travel,97000.0,129000,4.5,Maine Pointe,Chicago,IL,Boston,MA,51-200,2004,Private Company,Consulting,Business Services,50 to 100 million,3.0,True
839,SAS Data Analyst/Reports Writer,97000.0,129000,-1.0,"Synchronous Solutions, Inc",Chicago,IL,Encinitas,CA,1-50,-1,Private Company,IT Services,Information Technology,,,
840,Data Scientist - Sr. Analyst,97000.0,129000,2.0,HR Pundits,Chicago,IL,Rolling Meadows,IL,1-50,-1,Private Company,Computer Hardware & Software,Information Technology,1 to 5 million,,
841,Clinical Practice Data Analyst Specialist (Clinical Research Data Manager) - Mile Square Main,97000.0,129000,-1.0,University of Illinois Medical Center,Chicago,IL,,,,-1,,,,,,
842,QA Analyst - DATA Base Exp,97000.0,129000,3.9,Softpath System LLC,Chicago,IL,Norcross,GA,201-500,1999,Private Company,IT Services,Information Technology,25 to 50 million,,
843,Philanthropy Operations Associate - Data Analyst,97000.0,129000,3.3,Trinity Health,Maywood,IL,Livonia,MI,10000+,1976,Nonprofit Organization,Health Care Services & Hospitals,Health Care,10 to 25 million,2.0,
844,Financial Systems Lead Data and Reporting Analyst,97000.0,129000,3.7,Motorola Solutions,Chicago,IL,Chicago,IL,10000+,1928,Public Company,Computer Hardware & Software,Information Technology,5 to 10 billion,3.0,
845,Data Entry and compliance Analyst,97000.0,129000,3.4,Medline Industries,Northfield,IL,Northfield,IL,10000+,1966,Private Company,Health Care Products Manufacturing,Manufacturing,10+ billion,,
846,Lead Data Analyst,97000.0,129000,3.8,Capgemini,Chicago,IL,Paris,France,10000+,1967,Public Company,Enterprise Software & Network Solutions,Information Technology,10+ billion,3.0,
847,Senior Data Analyst Informatics,97000.0,129000,3.2,Tempus Labs,Chicago,IL,Chicago,IL,501-1000,2015,Private Company,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,True
848,"ERP Data Migration Analyst in Glenview, IL at Signode",97000.0,129000,3.2,Signode,Glenview,IL,Glenview,IL,5001-10000,1913,Business,Industrial Manufacturing,Manufacturing,2 to 5 billion,,
849,Data Security Analytics Analyst,97000.0,129000,3.3,Cedent Consulting,Chicago,IL,Frisco,TX,1-50,-1,Private Company,Consulting,Business Services,Less than 1 million,,
850,Clinical Practice Data Analyst Specialist (Clinical Research Data Manager) Mile Square Main (Job ID,97000.0,129000,1.7,UI Health,Chicago,IL,Iowa City,IA,5001-10000,-1,Private Company,Health Care Services & Hospitals,Health Care,,,
851,Data Analyst IV,97000.0,129000,3.5,Robert Half,Chicago,IL,Menlo Park,CA,10000+,1948,Public Company,Staffing & Outsourcing,Business Services,2 to 5 billion,2.0,
852,"Sr. Data Analyst - Analytics, Marketing, CPG",97000.0,129000,5.0,Jobot,Chicago,IL,Irvine,CA,51-200,2018,Private Company,Staffing & Outsourcing,Business Services,25 to 50 million,,
853,SAP Data Management Analyst,97000.0,129000,4.3,Square One Resources,Chicago,IL,London,United Kingdom,51-200,1995,Private Company,Staffing & Outsourcing,Business Services,50 to 100 million,,
854,Senior Marketing Data Analyst (Real Estate),97000.0,129000,4.6,Esquire Recruiting,Chicago,IL,Lincolnshire,IL,1-50,2012,Private Company,Staffing & Outsourcing,Business Services,1 to 5 million,,True
855,Logistics Data Analyst II,97000.0,129000,-1.0,Source Alliance Network LLC,Chicago,IL,Chicago,IL,1-50,2010,Private Company,Transportation Management,Transportation & Logistics,,,
856,"Senior Analyst, Data Analytics",97000.0,129000,3.0,Walgreens,Deerfield,IL,Deerfield,IL,10000+,1901,Public Company,Drug & Health Stores,Retail,10+ billion,3.0,
857,Senior Data Analyst - Informatics,97000.0,129000,3.3,Tempus,Chicago,IL,Washington,DC,51-200,1999,Private Company,Financial Transaction Processing,Finance,1 to 2 billion,,
858,Data Quality Analyst-Product Content Specialist,97000.0,129000,3.0,Steiner Electric Co,Elk Grove Village,IL,Elk Grove Village,IL,201-500,1916,Private Company,Wholesale,Business Services,1 to 5 million,,
859,Technical Web Data Collection Analyst,97000.0,129000,-1.0,Hotel Compete,Chicago,IL,,,,-1,,,,,,
860,Sr. Sales Operations & Data Analyst,97000.0,129000,5.0,"Xeris Pharmaceuticals, Inc.",Chicago,IL,Chicago,IL,51-200,-1,Public Company,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,
861,Sales Data Analyst,97000.0,129000,4.0,Sahara Management Inc.,Rolling Meadows,IL,Seattle,WA,1-50,-1,Private Company,,,,,
862,Lead Data Analyst,97000.0,129000,2.2,IlliniCare Health Plan,Chicago,IL,Saint Louis,MO,1001-5000,-1,Public Company,,,,,
863,Senior Healthcare Data Analyst,97000.0,129000,-1.0,Medical Home Network,Chicago,IL,Chicago,IL,,-1,Public Company,,,,,
864,Senior data analyst,97000.0,129000,2.7,TechUSA,Chicago,IL,Millersville,MD,1001-5000,1998,Private Company,Staffing & Outsourcing,Business Services,100 to 500 million,,
865,Data Analyst (MPI),97000.0,129000,3.2,Metropolitan Family Services,Chicago,IL,Chicago,IL,201-500,1857,Private Company,Membership Organizations,Business Services,50 to 100 million,,
866,"Senior Data Analyst, Sales",97000.0,129000,3.5,Flexport,Chicago,IL,San Francisco,CA,1001-5000,2013,Private Company,Logistics & Supply Chain,Transportation & Logistics,500 million to 1 billion,,
867,Sr. BI Data Analyst / QlikSense,97000.0,129000,-1.0,Kbyte Systems LLC.,Chicago,IL,,,,-1,,,,,,
868,Data Governance and Analytics Analyst,68000.0,87000,2.7,TechUSA,Chicago,IL,Millersville,MD,1001-5000,1998,Private Company,Staffing & Outsourcing,Business Services,100 to 500 million,,
869,R & Python / Sr. Information Data Analyst,68000.0,87000,-1.0,Kbyte Systems LLC.,Chicago,IL,,,,-1,,,,,,
870,Clinical Practice Data Analyst Specialist (Clinical Research Data Manager) - Mile Square Main,68000.0,87000,3.3,University of Illinois Hospital & Health Sciences System,Chicago,IL,Chicago,IL,1001-5000,1859,Education,Health Care Services & Hospitals,Health Care,,,
871,Lead Data Analyst,68000.0,87000,3.3,Centene Corporation,Chicago,IL,Saint Louis,MO,10000+,1984,Public Company,Insurance Carriers,Insurance,10+ billion,,
872,Clinical Practice Data Analyst Specialist,68000.0,87000,4.1,University of Illinois at Chicago,Chicago,IL,Chicago,IL,,1982,Education,Colleges & Universities,Education,,,
